TimeStamp,D1_Commanded_Torque,D1_DC_Bus_Voltage,D2_Motor_Speed,IVT_Result_I
1718634588395.352295,4.62043,517.187,721.516,-485.421
1718634588404.352051,0,517.213,723.418,-538.91
1718634588413.351807,0,517.815,727.451,-559.609
1718634588422.351563,0,518.997,732.385,-549.27
1718634588431.351318,0,518.617,740.351,-517.77
1718634588440.351074,0,518.293,746.934,-478.564
1718634588449.350586,0,518.79,754.317,-426.367
1718634588458.350342,0,517.988,759.517,-370.657
1718634588467.350098,0,516.8,761.9,-295.059
1718634588476.349854,0,517.332,763.55,-219.461
1718634588485.349609,0,518.722,761.033,-153.883
1718634588494.349365,0,518.972,757.1,-89.0846
1718634588503.349121,0,518.493,749.651,-52.7667
1718634588512.348877,0,518.797,743.55,-28.3388
1718634588521.348633,7.13151,518.079,737.168,-79.9727
1718634588530.348389,12,516.813,735.382,-259.968
1718634588539.348145,4.86914,516.497,740.933,-416.247
1718634588548.347900,0,517.228,748.797,-505.344
1718634588557.347656,0,517.997,756.449,-589.642
1718634588566.347412,0,518.583,758.966,-554.501
1718634588575.347168,0,518.086,761.449,-519.359
1718634588584.346924,7.72333,517,761.068,-542.956
1718634588593.346680,13,517.097,762.381,-591.105
1718634588602.346436,12.8812,517.2,767.449,-920.468
1718634588611.346191,12.8,515.751,778.658,-1550.9
1718634588620.345947,12.8,514.828,800.106,-2131.25
1718634588629.345703,12.8,515.162,824.071,-2569.54
1718634588638.345215,13.869,513.883,850.518,-3000.58
1718634588647.344971,14.6,513.431,872.724,-3250.32
1718634588656.344727,14.6,514.193,878.586,-3500.07
1718634588665.344482,13.8874,514.303,854.76,-3621.65
1718634588674.344238,13.4,514.828,790.006,-3714.35
1718634588683.343994,14.2313,515.597,707.352,-3320.21
1718634588692.343750,14.8,516.231,644.316,-2593.03
1718634588701.343506,14.4438,516.703,621.93,-2061.11
1718634588710.343262,14.2,516.407,630.756,-1859.51
1718634588719.343018,14.9124,515.524,651.512,-1748.3
1718634588728.342773,16.1717,514.51,677.581,-2152.39
1718634588737.342529,16.7,513.669,707.37,-2556.48
1718634588746.342285,15.9283,513.727,740.474,-2788.72
1718634588755.342041,15.4,514.4,772.403,-3007.41
1718634588764.341797,15.4,514.931,804.955,-3122.1
1718634588773.341553,15.4,515.307,834.025,-3193.2
1718634588782.341309,15.2813,514.376,863.918,-3276.67
1718634588791.341064,15.2,514.613,888.235,-3373.42
1718634588800.340820,16.0901,514.446,888.283,-3528.71
1718634588809.340576,15.8099,513.004,852.51,-3850.56
1718634588818.340332,15.2,514.684,778.15,-4172.41
1718634588827.339844,15.0813,515.877,694.317,-3370.36
1718634588836.339600,15,515.389,638.159,-2479.38
1718634588845.339355,15,516.038,624.304,-2089.93
1718634588854.339111,15,515.05,637.714,-1813.93
1718634588863.338867,15.5339,513.889,659.981,-1845.64
1718634588872.338623,14.6543,514.827,687.052,-2207.88
1718634588881.338379,13.8,515.163,715.907,-2510.46
1718634588890.338135,15.1642,515.041,745.532,-2643.09
1718634588899.337891,16.1,515.493,773.942,-2789.51
1718634588908.337646,16.1,515.411,805.905,-3014.96
1718634588917.337402,16.1,514.955,836.494,-3240.4
1718634588926.337158,15.5663,514.607,866.903,-3303.99
1718634588935.336914,15.2,514.737,894.119,-3354.72
1718634588944.336670,14.7256,513.751,900.181,-3496.95
1718634588953.336426,14.8743,512.685,867.536,-3737.57
1718634588962.336182,15.2,514.16,792.229,-3612.76
1718634588971.335938,6.18819,516.023,700.604,-2867.58
1718634588980.335693,0,517.089,628.022,-2106.18
1718634588989.335449,0,517.207,595.146,-1251.65
1718634588998.335205,0,517,589.073,-397.122
1718634589007.334961,0,517.193,587.482,-232.73
1718634589016.334473,0,518.122,587.037,-123.386
1718634589025.334229,0,518.418,604.782,-1.68738
1718634589034.333984,0,518.574,662.561,125.209
1718634589043.333740,0,518.096,750.19,279.625
1718634589052.333496,0,517.089,830.853,463.67
1718634589061.333252,0,518.556,871.185,518.686
1718634589070.333008,7.94026,518.452,877.593,205.045
1718634589079.332764,13.4,516.807,872.111,-125.351
1718634589088.332520,13.4,516.07,871.407,-892.131
1718634589097.332275,13.2815,514.971,882.183,-1658.91
1718634589106.332031,13.2,513.678,897.257,-2488.12
1718634589115.331787,12.7261,513.526,898.224,-3331.52
1718634589124.331543,12.4,513.767,863.604,-3757.37
1718634589133.331299,12.9924,513.829,787.762,-3733.22
1718634589142.331055,13.4,514.208,702.427,-3396.39
1718634589151.330811,13.0446,515.54,641.346,-2527.46
1718634589160.330566,12.8,517.633,621.368,-1776.23
1718634589169.330322,12.8,517.378,630.774,-1703.37
1718634589178.330078,12.8,515.734,648.547,-1630.52
1718634589187.329834,12.8,515.233,671.103,-1839.98
1718634589196.329346,12.8,515.411,696.912,-2113.76
1718634589205.329102,12.8,515.389,725.506,-2300.79
1718634589214.328857,13.3921,515.796,754.391,-2451.21
1718634589223.328613,13.4448,515.708,783.505,-2586.11
1718634589232.328369,13.2,515.596,810.466,-2694.56
1718634589241.328125,13.3184,515.267,838.465,-2795.77
1718634589250.327881,13.4,514.8,861.656,-2855.16
1718634589259.327637,14.1104,514.704,879.655,-2914.56
1718634589268.327393,14.6,514.696,887.077,-3198.38
1718634589277.327148,14.1265,513.694,859.037,-3500.33
1718634589286.326904,13.8,513.51,792.539,-3388.17
1718634589295.326660,14.1551,515.561,710.618,-3101.08
1718634589304.326416,13.5714,516.071,647.291,-2629.47
1718634589313.326172,13,515.692,623.116,-1958.53
1718634589322.325928,13.4734,516.236,629.133,-1510.54
1718634589331.325684,13.8,515.543,646.69,-1702.24
1718634589340.325439,13.8,514.736,668.938,-1894.57
1718634589349.325195,13.8,514.956,696.976,-2103.81
1718634589358.324951,13.2083,515.329,726.858,-2313.06
1718634589367.324707,12.9183,515.9,756.974,-2421.76
1718634589376.324463,13,515.9,784.454,-2507.47
1718634589385.323975,12.6451,515.708,811.972,-2579.08
1718634589394.323730,12.4,514.875,836.569,-2635.45
1718634589403.323486,13.3464,514.392,859.049,-2725.6
1718634589412.323242,14,514.696,879.166,-2873.45
1718634589421.322998,14.3549,513.599,889.441,-3027.25
1718634589430.322754,14.6,513.117,873.229,-3340.82
1718634589439.322510,13.8903,515.057,817.019,-3654.39
1718634589448.322266,13.1635,516.776,737.139,-3124.15
1718634589457.322021,13,517.208,669.028,-2525.22
1718634589466.321777,13,517,636.718,-2058.91
1718634589475.321533,13,516.712,637.242,-1648.78
1718634589484.321289,13,516.88,653.123,-1495.76
1718634589493.321045,13,517.016,673.082,-1782.33
1718634589502.320801,13.1182,516.792,696.002,-2038.28
1718634589511.320557,12.9635,516.376,723.402,-2206.13
1718634589520.320313,12.8,515.412,751.001,-2372.77
1718634589529.320068,13.6276,514.668,778.88,-2506.91
1718634589538.319824,14.2,514.824,806.52,-2641.05
1718634589547.319580,13.0179,515.692,832.439,-2698.38
1718634589556.319336,12.2,515.804,857.558,-2723.13
1718634589565.319092,12.9092,514.452,873.799,-2815.04
1718634589574.318604,13.4,514.156,880.919,-2979.73
1718634589583.318359,12.9273,514.868,863.807,-3099.22
1718634589592.318115,12.1273,515.024,807.016,-3088.42
1718634589601.317871,11.8,515.172,732.498,-3053.27
1718634589610.317627,11.6818,515.368,669.054,-2353.09
1718634589619.317383,11.6,516.584,640.561,-1652.91
1718634589628.317139,11.6,517.192,642.358,-1487.24
1718634589637.316895,11.6,517.016,655.593,-1444.49
1718634589646.316650,12.7815,516.504,673.674,-1621.06
1718634589655.316406,12.773,516.4,696.388,-1949.55
1718634589664.316162,12.2,515.633,723.03,-2188.34
1718634589673.315918,12.5544,514.704,750.345,-2273.39
1718634589682.315674,12.8,514.936,778.029,-2365.74
1718634589691.315430,13.0362,514.341,802.946,-2500.73
1718634589700.315186,13.2,514.019,829.946,-2635.73
1718634589709.314941,13.2,514.416,853.589,-2715.69
1718634589718.314697,13.2,514.384,874.068,-2791.11
1718634589727.314453,12.7276,515.136,889.794,-2894.44
1718634589736.314209,11.9276,514.589,882.537,-3017.13
1718634589745.313965,11.6,514.079,838.802,-3012.62
1718634589754.313721,12.4266,514.936,765.739,-2869.98
1718634589763.313232,13,515.3,693.245,-2625.32
1718634589772.312988,13,516.211,651.457,-2085.76
1718634589781.312744,13,516.05,645.271,-1546.2
1718634589790.312500,12.2917,515.471,658.188,-1572.33
1718634589799.312256,12.2722,515.769,675.583,-1645.23
1718634589808.312012,12.6,515.3,695.582,-1831.43
1718634589817.311768,12.6,515.492,718.456,-2065.87
1718634589826.311523,12.6,515.7,744.935,-2243.4
1718634589835.311279,12.482,515.7,770.497,-2359.05
1718634589844.311035,12.4,515.173,796.412,-2480.24
1718634589853.310791,13.5802,513.594,821.537,-2617.49
1718634589862.310547,14.4,513.314,845.932,-2755.96
1718634589871.310303,14.164,514.727,869.578,-2928.76
1718634589880.310059,13.292,514.677,884.789,-3101.55
1718634589889.309814,12.8,514.383,879.944,-3188.3
1718634589898.309570,12.21,514.513,838.833,-3255.16
1718634589907.309326,11.8,515.014,766.258,-3035.07
1718634589916.309082,11.8,516.235,694.752,-2502.66
1718634589925.308838,11.8,516.6,652.51,-2045.56
1718634589934.308594,13.0977,516.409,645.745,-1717.97
1718634589943.308350,13.4102,516.056,660.138,-1477.25
1718634589952.307861,13,516.522,680.966,-1747.24
1718634589961.307617,12.6462,515.956,704.051,-2017.23
1718634589970.307373,12.4,515.222,728.879,-2179.15
1718634589979.307129,12.7538,515.278,755.964,-2316.04
1718634589988.306885,13,513.978,782.399,-2429.84
1718634589997.306641,13,514.353,808.006,-2533.79
1718634590006.306396,13,515.309,831.005,-2623.07
1718634590015.306152,12.7642,514.861,855.918,-2696.35
1718634590024.305908,12.6,514.839,875.741,-2772.27
1718634590033.305664,12.6,514.861,885.349,-2863.68
1718634590042.305420,12.1284,513.978,877.519,-2952.31
1718634590051.305176,11.8,514.448,831.515,-2961.31
1718634590060.304932,11.8,514.887,758.647,-2970.3
1718634590069.304688,11.8,514.717,690.78,-2470.06
1718634590078.304443,11.9179,515.691,653.782,-1851.65
1718634590087.304199,12,516.235,650.348,-1529.91
1718634590096.303955,12,516.265,663.086,-1531.8
1718634590105.303711,11.7643,515.709,681.129,-1602.38
1718634590114.303467,11.6,515.691,700.998,-1791.37
1718634590123.303223,4.76474,516.426,722.563,-1958.38
1718634590132.302979,0,517.622,738.737,-1494.9
1718634590141.302490,7.06999,517.487,751.693,-1031.42
1718634590150.302246,12,515.644,765.692,-1302.91
1718634590159.302002,11.8822,515.03,784.95,-1745.24
1718634590168.301758,4.84881,515.93,805.648,-1829.18
1718634590177.301514,0,516.878,819.735,-1663.14
1718634590186.301270,7.06836,518.021,828.868,-1566.91
1718634590195.301025,12,516.549,832.478,-1591.21
1718634590204.300781,12,514.487,837.301,-1646.21
1718634590213.300537,12,515.66,844.867,-1882.9
1718634590222.300293,4.93294,516.504,841.788,-2119.6
1718634590231.300049,7.42007,515.779,815.889,-1865.34
1718634590240.299805,12.6,515.912,769.679,-1569.7
1718634590249.299561,5.18062,516.37,729.101,-1403.31
1718634590258.299316,0,516.33,705.446,-1292.31
1718634590267.299072,0,516.704,694.045,-1091.6
1718634590276.298828,0,516.504,692.045,-735.873
1718634590285.298584,0,516.591,691.478,-437.9
1718634590294.298340,0,517.516,689.134,-308.304
1718634590303.298096,0,518.396,685.045,-180.431
1718634590312.297852,0,518.07,682.09,-102.861
1718634590321.297363,0,518.65,680,-25.2942
1718634590330.297119,0,519.275,680,28.2262
1718634590339.296875,0,518.605,681.91,71.425
1718634590348.296631,0,518.786,695.935,120.684
1718634590357.296387,0,518.718,728.572,176.578
1718634590366.296143,7.29691,517.966,772.435,123.004
1718634590375.295898,5.10343,517.934,808.933,-119.989
1718634590384.295654,0,517.775,827.728,-357.63
1718634590393.295410,0,517.105,833.523,-437.68
1718634590402.295166,0,517.525,831.568,-517.731
1718634590411.294922,0,516.668,830.954,-492.795
1718634590420.294678,0,515.911,829.137,-458.939
1718634590429.294434,0,517.707,821.706,-407.145
1718634590438.294189,0,518.605,812.706,-342.797
1718634590447.293945,6.82331,517.689,799.889,-392.089
1718634590456.293701,11.6,516.8,788.615,-638.233
1718634590465.293457,11.6,515.846,782.184,-889.032
1718634590474.293213,4.77764,515.659,778,-1167.57
1718634590483.292969,0,516.886,771.322,-1446.12
1718634590492.292725,0,517.105,753.507,-1196.83
1718634590501.292480,0,517.286,736.277,-902.536
1718634590510.291992,0,517.6,722.847,-742.9
1718634590519.291748,6.82048,517.028,713.569,-641.203
1718634590528.291504,11.6,516.066,709.139,-693.571
1718634590537.291260,12.4231,515.938,709.814,-914.965
1718634590546.291016,13,515.962,719.721,-1138.48
1718634590555.290771,5.35777,515.605,736.489,-1368.18
1718634590564.290527,0,516.406,750.86,-1597.89
1718634590573.290283,7.75908,516.399,757.337,-1647.85
1718634590582.290039,13.2,515.729,768.15,-1682.43
1718634590591.289795,12.4947,515.866,782.196,-1965.32
1718634590600.289551,12.1175,514.976,797.102,-2306.45
1718634590609.289307,12.2,514.924,810.766,-2534.76
1718634590618.289063,12.5526,515.071,819.336,-2639.15
1718634590627.288818,12.8,514.695,817.758,-2740.85
1718634590636.288574,12.8,514.085,795.322,-2834.64
1718634590645.288330,12.8,513.538,757.464,-2864.43
1718634590654.288086,12.3299,515.134,717.418,-2511.19
1718634590663.287842,12.47,516.6,689.854,-2157.95
1718634590672.287598,12.8,515.981,683.429,-1997
1718634590681.287354,12.565,515.3,692.622,-1852.58
1718634590690.287109,12.4,515.062,709.098,-1913.81
1718634590699.286621,13.9272,514.514,728.955,-2119.45
1718634590708.286377,15,515.248,751.478,-2359.27
1718634590717.286133,15,515.971,771.096,-2658.51
1718634590726.285889,15,515.405,789.524,-2922.78
1718634590735.285645,14.8825,514.49,806.19,-2977.23
1718634590744.285400,15.0349,513.79,818.714,-3031.68
1718634590753.285156,15.2,514.809,820.715,-3175.19
1718634590762.284912,15.2,515.081,800.289,-3326.39
1718634590771.284668,15.2,514.495,763.957,-3219.91
1718634590780.284424,15.2,514.314,724.91,-3002.12
1718634590789.284180,15.2,514,699.288,-2739.12
1718634590798.283936,15.0826,514.19,693.952,-2426.38
1718634590807.283691,15.3522,515.257,704.995,-2232.85
1718634590816.283447,15.6,515.772,725.519,-2389.9
1718634590825.283203,15.1304,515.395,746.946,-2547.42
1718634590834.282959,14.8,515.5,766.614,-2719.77
1718634590843.282715,15.0348,514.977,782.614,-2892.11
1718634590852.282471,15.2,514.4,799.565,-2977.02
1718634590861.282227,14.7305,514.733,810.903,-3041.3
1718634590870.281982,14.4,514.577,805.388,-3101.82
1718634590879.281738,14.8695,514.618,780.349,-3158.19
1718634590888.281250,13.6743,515.585,744.399,-3045.52
1718634590897.281006,12.6,515.615,712.633,-2638.28
1718634590906.280762,12.8347,515.728,694.719,-2266.37
1718634590915.280518,13,516.58,695.232,-2107.38
1718634590924.280273,13,516.81,707.183,-1948.38
1718634590933.280029,13,516.6,724.462,-2059.39
1718634590942.279785,13.1173,516.267,744.084,-2234.17
1718634590951.279541,13.0827,515.52,761.559,-2365.81
1718634590960.279297,13,515.385,776.23,-2478.76
1718634590969.279053,13,516.033,787.705,-2547.58
1718634590978.278809,13,515.877,799.705,-2567.72
1718634590987.278564,5.37541,515.823,804.574,-2497.74
1718634590996.278320,0,516.495,789.214,-1883.5
1718634591005.278076,6.80285,516.077,754.986,-1269.27
1718634591014.277832,11.6,515.595,724.969,-1399.22
1718634591023.277588,11.8346,515.938,713.099,-1594.06
1718634591032.277344,12.9382,516.057,713.852,-1773.21
1718634591041.277100,13.6,516.423,723.178,-1945.56
1718634591050.276855,12.4274,516.81,736.653,-2082.83
1718634591059.276611,11.6,516.41,750.653,-2181.38
1718634591068.276367,11.6,515.962,761.326,-2233.6
1718634591077.275879,11.6,515.605,772.126,-2149.01
1718634591086.275635,4.80029,516.213,780.475,-2054.09
1718634591095.275391,7.62001,516.715,779.575,-1632.45
1718634591104.275146,13,516.305,776.575,-1210.81
1718634591113.274902,5.3807,516.865,775.475,-1245.71
1718634591122.274658,0,517.505,775.525,-1388.84
1718634591131.274414,6.79813,516.593,765.501,-1416.53
1718634591140.274170,11.6,516.032,750.726,-1316.59
1718634591149.273926,4.8025,516.495,741.251,-1172.4
1718634591158.273682,0,516.885,732.676,-950.834
1718634591167.273438,0,517.39,723.302,-733.539
1718634591176.273193,7.03092,517.505,713.202,-652.541
1718634591185.272949,12,517.4,708.05,-571.543
1718634591194.272705,11.6485,517.637,707.949,-765.613
