TimeStamp,D1_Commanded_Torque,IVT_Result_I,D2_Motor_Speed,D1_DC_Bus_Voltage
1718626743478.306641,24.0753,-193.559,-56.6638,516.559
1718626743487.305908,24,-510.783,52.5886,516.62
1718626743496.305420,25.9481,-944.183,238.025,515.259
1718626743505.304688,26.4,-2062.23,435.901,512.989
1718626743514.303955,26.4,-3180.29,569.647,511.389
1718626743523.303467,26.4,-4297.78,644.723,511.14
1718626743532.302734,31.5119,-5415.11,687.511,509.869
1718626743541.302002,31.6453,-5575.12,625.877,510.49
1718626743550.301514,31.4,-5325.38,422.058,513.101
1718626743559.300781,27.6685,-4188.21,154.076,515.82
1718626743568.300049,26.8,-2081.52,-48.0009,516.88
1718626743577.299561,24.3668,-273.217,-114.399,517.28
1718626743586.298828,23.8,-233.17,-96.5046,516.98
1718626743595.298096,24.6109,-193.123,-26.518,515.89
1718626743604.297607,24.8,-746.769,131.949,515.78
1718626743613.296875,27.8809,-1350.62,349.92,514.431
1718626743622.296143,33.7073,-2798.15,531.631,510.932
1718626743631.295654,34.9,-4607.96,643.656,509.42
1718626743640.294922,35.7105,-6060.37,717.862,508.95
1718626743649.294189,35.9,-7121.38,713.453,507.73
1718626743658.293701,35.9,-7307.84,569.01,509.923
1718626743667.292969,35.9,-4937.43,275.544,514.546
1718626743676.292236,30.7954,-2607.76,7.00358,516.669
1718626743685.291748,27.9796,-1491.82,-108.741,516.86
1718626743694.291016,27.6,-375.914,-106.331,516.66
1718626743703.290283,28.41,-252.876,-47.3767,516.46
1718626743712.289795,28.6,-557.439,95.6027,515.911
1718626743721.289063,33.0544,-1538.24,306.624,513.883
1718626743730.288330,34.1,-2993.42,504.959,511.493
1718626743739.287842,37.8727,-4538.25,633.66,510.031
1718626743748.287109,38.9,-6238.68,721.584,508.233
1718626743757.286377,38.5762,-7868.24,742.508,507.251
1718626743766.285889,37.1885,-7341.53,606.901,509.684
1718626743775.285156,36.7,-6814.84,329.718,513.035
1718626743784.284424,33.6244,-4270.32,59.0361,515.536
1718626743793.283936,32.9,-1551.61,-63.0822,516.479
1718626743802.283203,32.9,-490.285,-54.3765,516.321
1718626743811.282471,32.9,-594.677,5.46756,515.572
1718626743820.281982,31.5245,-964.842,118.136,515.928
1718626743829.281250,34.517,-1797.99,287.115,514.176
1718626743838.280762,35.3,-2836.24,457.449,511.346
1718626743847.280029,38.6973,-4478.61,573.987,510.43
1718626743856.279297,39.5,-6099.77,664.398,510.191
1718626743865.278809,39.5,-7058.86,715.418,507.588
1718626743874.278076,39.5,-8017.92,647.175,508.104
1718626743883.277344,37.0742,-6618.45,429.562,513.334
1718626743892.276855,36.5,-4196.23,151.93,515.579
1718626743901.276123,31.8918,-2319.71,-44.1808,516.467
1718626743910.275391,28.0515,-1045.87,-94.7891,516.172
1718626743919.274902,27.4,-176.465,-64.6255,515.9
1718626743928.274170,27.7233,-502.689,14.5302,515.761
1718626743937.273438,27.8,-850.432,179.622,514.794
1718626743946.272949,27.8,-1884.93,390.945,513.842
1718626743955.272217,27.8,-2919.39,556.659,511.927
1718626743964.271484,35.3139,-4548.3,654.353,509.388
1718626743973.270996,37.5847,-6318.5,728.168,508.461
1718626743982.270264,37.7,-7137.91,725.616,508.121
1718626743991.269531,35.5999,-7284.59,571.497,509.672
1718626744000.269043,35.1,-6305.1,297.246,513.047
1718626744009.268311,29.5276,-3351.54,41.3274,515.732
1718626744018.267578,28.2,-777.304,-73.1766,517.236
1718626744027.267090,23.9205,-516.768,-69.717,516.138
1718626744036.266357,22.9,-256.239,-23.0981,516.127
1718626744045.265625,23.9495,-658.908,93.25,516.261
1718626744054.265137,26.9446,-1120.45,290.844,514.39
1718626744063.264404,27.6,-2227.45,493.729,513.113
1718626744072.263672,30.909,-3792.38,621.9,511.995
1718626744081.263184,31.7,-5127.16,698.974,509.373
1718626744090.262451,31.7,-6206.17,743.445,507.983
1718626744099.261719,31.7,-6692.41,667.119,509.609
1718626744108.261230,29.683,-5412.76,438.685,513.183
1718626744117.260498,24.279,-4133.15,160.229,515.165
1718626744126.259766,23.1,-2435.52,-23.7652,515.778
1718626744135.259277,21.1642,-700.411,-70.4774,515.9
1718626744144.258545,20.7,-250.858,-50.4428,516.248
1718626744153.257813,22.7967,-364.248,27.1406,516.539
1718626744162.257324,23.3,-793.961,193.966,515.209
1718626744171.256592,25.7995,-1576,409.024,513.279
1718626744180.255859,26.4,-2574.6,579.874,512.839
1718626744189.255371,30.2695,-4220.61,677.128,511.857
1718626744198.254639,31.7643,-5837.65,741.698,510.358
1718626744207.253906,31.9,-6461.3,730.815,510.247
1718626744216.253418,30.8523,-7084.96,567.223,511.998
1718626744225.252686,30.6,-5140.8,293.272,515.41
1718626744234.251953,30.6,-2578.26,40.1439,517.503
1718626744243.251465,30.6,-1149.96,-76.8441,517.136
1718626744252.250732,21.6574,-531.262,-76.8588,516.661
1718626744261.250244,21.2723,-233.832,-28.4151,515.697
1718626744270.249512,21.7,-504.71,104.963,516.064
1718626744279.248779,25.6466,-926.378,324.023,514.109
1718626744288.248291,26.6,-2283.95,536.157,511.642
1718626744297.247559,31.0291,-3641.49,666.417,511.417
1718626744306.246826,32.1,-5167.68,745.586,509.518
1718626744315.246338,31.2143,-6709.3,773.246,508.739
1718626744324.245605,31,-6565.18,660.803,509.91
1718626744333.244873,30.356,-5677.86,406.695,512.412
1718626744342.244385,24.807,-4206.52,120.649,515.104
1718626744351.243652,23.5,-2080.98,-47.1675,515.623
1718626744360.242920,19.4762,-247.888,-76.0634,515.777
1718626744369.242432,18.5,-239.836,-47.3367,515.137
1718626744378.241699,18.5,-247.411,57.6255,516.603
1718626744387.240967,18.5,-821.222,260.572,515.32
1718626744396.240479,26.1427,-1395.05,493.559,513.083
1718626744405.239746,29.6088,-2917.23,657.903,509.657
1718626744414.239014,30,-4858.82,746.139,509.024
1718626744423.238525,28.3914,-6153.03,792.647,509.092
1718626744432.237793,28,-6719.98,711.819,510.386
1718626744441.237061,20.5217,-6478.91,475.572,512.594
1718626744450.236572,18.7,-3795.25,174.185,516.141
1718626744459.235840,3.66553,-1169.64,-25.6235,516.707
1718626744468.235107,0,-698.08,-78.9279,516.054
1718626744477.234619,0,-226.506,-71.609,516.108
1718626744486.233887,0,-15.3643,14.0405,515.715
1718626744495.233154,0,132.224,208.599,517.439
1718626744504.232666,0,265.688,447.975,516.499
1718626744513.231934,0,388.977,622.711,515.423
1718626744522.231201,0,392.067,678.77,516.2
1718626744531.230713,0,180.578,672.923,516.462
1718626744540.229980,0,-15.3453,630.62,516.054
1718626744549.229248,0,-112.987,502.566,515.346
1718626744558.228760,0,-210.632,307.662,515.515
1718626744567.228027,0,-182.797,134.356,516.184
1718626744576.227295,0,-143.2,54.1716,516.677
1718626744585.226807,0,-125.07,40,516.385
1718626744594.226074,0,-116.499,44.8425,516.615
1718626744603.225342,0,-95.7221,90.5774,517.699
1718626744612.224854,0,-53.0928,215.823,516.578
1718626744621.224121,0,-9.43457,379.184,516.937
1718626744630.223389,0,37.3616,507.064,517.4
1718626744639.222900,0,82.1591,552.063,516.847
1718626744648.222168,0,48.2073,550.778,515.701
1718626744657.221436,0,14.2555,541.779,516.475
1718626744666.220947,0,-30.4555,513.853,516.447
1718626744675.220215,0,-82.9513,442.254,515.993
1718626744684.219727,0,-108.654,329.615,516.937
1718626744693.218994,0,-114.953,216.372,517.262
1718626744702.218262,0,-118.847,154.672,516.164
1718626744711.217773,0,-118.418,140.618,516.184
1718626744720.217041,0,-117.967,141.382,515.778
1718626744729.216309,0,-116.618,146.144,516.674
1718626744738.215820,0,-115.268,157.669,516.302
1718626744747.215088,0,-96.2408,206.196,515.9
1718626744756.214355,0,-72.8427,291.596,516.107
1718626744765.213867,0,-47.3584,378.306,517.167
1718626744774.213135,0,-20.3606,434.375,516.426
1718626744783.212402,0,-7.65798,448.69,515.9
1718626744792.211914,0,-20.7073,440.717,516.245
1718626744801.211182,0,-33.0295,434.93,516.262
1718626744810.210449,0,-40.6789,430.55,516.614
